C22.19970108293747.txt;37.09024;-95.712891
C21.19970324463161.txt;38.969719;59.556278
C22.19970512577631.txt;35.86166;104.195397
C24.19970207363309.txt;23.634501;-102.552784
C24.19970207363309.txt;37.09024;-95.712891
C24.19961022133034.txt;56.130366;-106.346771
C21.19970629695155.txt;37.09024;-95.712891
C21.19970626690623.txt;47.516231;14.550072
C21.19970626690623.txt;48.2142739;16.3660009
C22.19970327473237.txt;37.09024;-95.712891
C24.1996083023934.txt;46.227638;2.213749
C24.1996083023934.txt;12.25292;-2.3613119
C21.19961129225799.txt;47.516231;14.550072
C21.19961129225799.txt;48.2142739;16.3660009
C21.19961129225799.txt;6.42375;-66.58973
C21.19970123328189.txt;50.503887;4.469936
C21.19970123328189.txt;55.378051;-3.435973
C22.1996100497340.txt;52.132633;5.291266
C24.19961110178516.txt;1.352083;103.819836
C24.19961110178516.txt;55.378051;-3.435973
C22.19961204234426.txt;37.09024;-95.712891
C23.19970120317922.txt;37.09024;-95.712891
C24.19970408495210.txt;-25.274398;133.775136
C24.19970408495210.txt;56.130366;-106.346771
C24.19970408495210.txt;-0.789275;113.921327
C24.19970408495210.txt;37.09024;-95.712891
C23.19961211249381.txt;37.09024;-95.712891
C24.19970216381101.txt;40.463667;-3.74922
C24.19970216381101.txt;1.373333;32.290275
C21.19970711721772.txt;55.378051;-3.435973
C24.19970702703765.txt;1.352083;103.819836
C23.19970310429846.txt;55.378051;-3.435973
C22.19970514583384.txt;37.09024;-95.712891
C24.19970614661730.txt;23.634501;-102.552784
C21.19961213254391.txt;51.165691;10.451526
C21.19961213254391.txt;55.378051;-3.435973
C24.1996100799301.txt;35.907757;127.766922
C24.1996100799301.txt;55.378051;-3.435973
C23.19961212253611.txt;55.378051;-3.435973
C21.19970703706366.txt;-40.900557;174.885971
C24.19970806781258.txt;9.081999;8.675277
C24.19970107291307.txt;53.1423672;-7.6920536
C24.19970107291307.txt;37.09024;-95.712891
C22.1996090328999.txt;37.09024;-95.712891
C24.19970117315714.txt;37.09024;-95.712891
C23.19970224397051.txt;37.09024;-95.712891
C22.19970402482654.txt;37.09024;-95.712891
C24.19961031155858.txt;37.09024;-95.712891
C24.19970807783949.txt;37.09024;-95.712891
C21.19970102284770.txt;35.86166;104.195397
C24.19970310430338.txt;35.86166;104.195397
C24.19970310430338.txt;23.69781;120.960515
C22.19961223272570.txt;37.09024;-95.712891
C22.19961217260976.txt;46.227638;2.213749
C22.19961217260976.txt;48.669026;19.699024
C24.19970819808937.txt;37.09024;-95.712891
C24.19970319454571.txt;-25.274398;133.775136
C22.19970528619157.txt;37.09024;-95.712891
C22.1996100189181.txt;51.165691;10.451526
C24.1996092575685.txt;37.09024;-95.712891
C22.19970309429303.txt;35.907757;127.766922
C22.19970309429303.txt;37.09024;-95.712891
C21.19970311434237.txt;55.378051;-3.435973
C21.19970311434237.txt;40.7127753;-74.0059728
C24.19970228411483.txt;37.09024;-95.712891
C24.19970613661276.txt;35.86166;104.195397
C24.19970613661276.txt;-6.314993;143.95555
C24.19970217383152.txt;4.210484;101.975766
C21.19961128224304.txt;46.227638;2.213749
C22.19970429547377.txt;50.503887;4.469936
C21.19970421524506.txt;-38.416097;-63.616672
C22.1996090535160.txt;37.09024;-95.712891
C21.1996082310196.txt;36.204824;138.252924
C24.19970807783822.txt;56.130366;-106.346771
C24.199608203554.txt;1.352083;103.819836
C24.1996093085044.txt;22.396428;114.109497
C24.19961209242930.txt;55.378051;-3.435973
C24.19961209242930.txt;-32.522779;-55.765835
C24.19970317446878.txt;-14.235004;-51.92528
C24.19961101161529.txt;38.963745;35.243322
C24.19970304417928.txt;37.09024;-95.712891
C23.1996091965758.txt;36.204824;138.252924
C24.19970124331186.txt;20.593684;78.96288
C24.1996091656381.txt;56.130366;-106.346771
C24.19970725755536.txt;37.09024;-95.712891
C24.19970605639951.txt;1.352083;103.819836
C21.19970424537491.txt;-40.900557;174.885971
C21.19961014114689.txt;20.593684;78.96288
C23.19970417517968.txt;50.8420034;4.382409
C23.19970417517968.txt;46.818188;8.227512
C23.19970417517968.txt;37.09024;-95.712891
C21.19970331476632.txt;23.634501;-102.552784
C21.19970331476632.txt;37.09024;-95.712891
C21.19961029151460.txt;37.09024;-95.712891
C24.1996100393323.txt;-30.559482;22.937506
C21.19961126218638.txt;-25.274398;133.775136
C21.19961126218638.txt;36.204824;138.252924
C21.19961126218638.txt;35.907757;127.766922
C24.1996091863004.txt;47.516231;14.550072
C24.19961106171094.txt;-25.274398;133.775136
C21.1996091655878.txt;37.09024;-95.712891
C21.19961122210445.txt;37.09024;-95.712891
C24.19970218384728.txt;56.130366;-106.346771
C24.19970218384728.txt;-0.789275;113.921327
C24.19970218384728.txt;37.09024;-95.712891
C22.19970618671086.txt;37.09024;-95.712891
C22.19961018127629.txt;37.09024;-95.712891
C23.19970110299143.txt;1.352083;103.819836
C22.1996091656791.txt;46.227638;2.213749
C22.1996091656791.txt;52.132633;5.291266
C22.1996091656791.txt;38.963745;35.243322
C24.19970811791622.txt;37.09024;-95.712891
C22.19970603635475.txt;36.204824;138.252924
C24.1996091044251.txt;51.165691;10.451526
C24.1996091044251.txt;20.593684;78.96288
C24.19970725756782.txt;-25.274398;133.775136
C22.19970115308424.txt;48.669026;19.699024
C24.19970408495189.txt;-25.274398;133.775136
C21.19970709715871.txt;-30.559482;22.937506
C21.19970709715871.txt;55.378051;-3.435973
C23.1996091352077.txt;36.204824;138.252924
